Production_ID,Farm_ID,Farmer_ID,Date,Crop,Quantity_Ton,Unit_Price_VND,Revenue_VND,Cost_VND,Profit_VND,AI_Prediction_Accuracy,AI_Error_%,Disease_Risk,Weather_Risk,ESG_Score
P00904,FM031,F031,2025-10-09,Sầu riêng,45.6,61743,2815480.8000000003,1674641,1140839.8000000003,91,11.0,High,Medium,76
P00905,FM035,F035,2025-06-15,Xoài,15.6,50657,790249.2,549133,241116.19999999995,92,9.6,Low,High,96
P00906,FM055,F055,2025-03-01,Xoài,3.8,79033,300325.39999999997,205840,94485.39999999997,90,11.4,High,High,83
P00907,FM007,F007,2025-11-21,Xoài,31.9,72498,2312686.1999999997,1182799,1129887.1999999997,94,6.1,Low,Medium,77
P00908,FM085,F085,2025-09-19,Sầu riêng,44.3,14377,636901.1,313827,323074.1,97,4.2,Medium,Low,86
P00909,FM059,F059,2025-10-22,Xoài,48.9,22059,1078685.0999999999,641351,437334.09999999986,96,4.6,High,High,79
P00910,FM085,F085,2025-01-19,Cà phê,13.0,11375,147875.0,97858,50017.0,92,9.2,Medium,Low,92
P00911,FM086,F086,2025-07-22,Xoài,43.6,77045,3359162.0,1948368,1410794.0,95,5.4,High,High,90
P00912,FM056,F056,2025-02-04,Lúa,40.3,72077,2904703.0999999996,1956315,948388.0999999996,97,4.8,Low,Medium,86
P00913,FM100,F100,2025-04-01,Thanh long,16.6,39014,647632.4,433171,214461.40000000002,88,12.3,Low,Low,72
P00914,FM073,F073,2025-10-12,Sầu riêng,31.3,13577,424960.10000000003,233645,191315.10000000003,97,3.8,High,Medium,79
P00915,FM076,F076,2025-03-21,Xoài,6.0,83216,499296.0,327133,172163.0,94,6.9,Low,Low,83
P00916,FM078,F078,2025-07-18,Lúa,45.7,18002,822691.4,561740,260951.40000000002,98,3.6,Medium,Medium,94
P00917,FM013,F013,2025-03-09,Sầu riêng,14.3,57716,825338.8,538625,286713.80000000005,90,11.4,Low,Low,70
P00918,FM009,F009,2025-11-10,Sầu riêng,26.9,12671,340849.89999999997,189375,151474.89999999997,89,11.1,Medium,Low,70
P00919,FM046,F046,2025-05-15,Cà phê,33.8,63394,2142717.1999999997,1376436,766281.1999999997,88,13.4,Medium,Low,79
P00920,FM033,F033,2025-06-05,Xoài,33.0,59179,1952907.0,1361303,591604.0,93,8.0,High,Medium,75
P00921,FM100,F100,2025-02-10,Thanh long,16.8,23562,395841.60000000003,188347,207494.60000000003,88,13.9,Low,Low,72
P00922,FM100,F100,2025-07-09,Thanh long,3.5,62694,219429.0,134394,85035.0,96,5.4,Low,Medium,80
P00923,FM097,F097,2025-01-02,Xoài,9.7,76379,740876.2999999999,422870,318006.29999999993,98,2.7,Low,Medium,97
P00924,FM004,F004,2025-03-24,Cà phê,25.1,34238,859373.8,555836,303537.80000000005,90,10.3,Low,High,74
P00925,FM042,F042,2025-06-21,Xoài,16.8,26714,448795.2,289573,159222.2,90,11.1,Low,Low,92
P00926,FM008,F008,2025-12-20,Sầu riêng,35.0,9528,333480.0,154319,179161.0,95,6.1,Low,Medium,97
P00927,FM062,F062,2025-06-02,Thanh long,48.7,63958,3114754.6,1696380,1418374.6,94,7.1,Low,High,78
P00928,FM022,F022,2025-03-13,Lúa,13.6,41081,558701.6,329176,229525.59999999998,98,3.5,Low,Medium,93
P00929,FM080,F080,2025-05-07,Xoài,16.7,56259,939525.2999999999,628126,311399.29999999993,92,10.0,High,Medium,83
P00930,FM026,F026,2025-04-23,Thanh long,3.7,19758,73104.6,33088,40016.600000000006,98,3.0,Medium,High,93
P00931,FM089,F089,2025-06-08,Thanh long,12.4,22276,276222.4,149562,126660.40000000002,94,6.9,Medium,Medium,73
P00932,FM096,F096,2025-06-14,Thanh long,47.6,56180,2674168.0,1503392,1170776.0,91,10.8,High,Medium,79
P00933,FM011,F011,2025-07-13,Thanh long,41.3,76061,3141319.3,1766097,1375222.2999999998,97,3.9,Low,High,81
P00934,FM061,F061,2025-08-20,Xoài,9.7,42742,414597.39999999997,250288,164309.39999999997,94,6.7,Medium,Low,82
P00935,FM038,F038,2025-11-12,Xoài,22.8,21461,489310.8,341419,147891.8,98,3.9,Low,High,96
P00936,FM052,F052,2025-08-15,Sầu riêng,27.4,77806,2131884.4,1482533,649351.3999999999,93,7.2,Medium,Low,95
P00937,FM037,F037,2025-01-24,Thanh long,48.4,23972,1160244.8,794959,365285.80000000005,88,12.5,Low,High,89
P00938,FM085,F085,2025-10-25,Thanh long,44.3,46750,2071024.9999999998,1137915,933109.9999999998,89,11.3,Low,Medium,83
P00939,FM039,F039,2025-02-13,Cà phê,49.3,56534,2787126.1999999997,1676986,1110140.1999999997,95,6.6,High,Low,87
P00940,FM026,F026,2025-12-02,Xoài,19.4,53000,1028199.9999999999,545286,482913.9999999999,90,11.0,High,Low,76
P00941,FM085,F085,2025-08-09,Cà phê,32.7,83835,2741404.5000000005,1872191,869213.5000000005,93,8.4,Medium,Medium,72
P00942,FM066,F066,2025-11-05,Lúa,15.3,56947,871289.1000000001,518531,352758.1000000001,90,12.0,Medium,Medium,97
P00943,FM046,F046,2025-12-07,Lúa,24.1,74235,1789063.5,1245357,543706.5,89,12.2,Medium,Low,86
P00944,FM044,F044,2025-09-10,Cà phê,29.6,48861,1446285.6,845726,600559.6000000001,90,11.5,Low,Medium,96
P00945,FM096,F096,2025-02-02,Lúa,3.8,56602,215087.59999999998,129807,85280.59999999998,89,12.9,High,Low,77
P00946,FM049,F049,2025-01-26,Thanh long,5.4,48045,259443.00000000003,128626,130817.00000000003,98,3.3,Low,Low,90
P00947,FM065,F065,2025-05-20,Lúa,25.0,46028,1150700.0,732127,418573.0,90,11.9,Low,Medium,82
P00948,FM024,F024,2025-05-11,Thanh long,17.1,38744,662522.4,303873,358649.4,97,4.2,High,Low,82
P00949,FM025,F025,2025-07-18,Thanh long,28.5,54115,1542277.5,1064932,477345.5,94,7.2,Medium,Low,80
P00950,FM050,F050,2025-06-28,Thanh long,28.8,15440,444672.0,275888,168784.0,91,10.6,Medium,Low,82
P00951,FM025,F025,2025-08-07,Thanh long,33.9,25675,870382.5,508548,361834.5,88,13.7,High,Low,89
P00952,FM030,F030,2025-08-23,Sầu riêng,9.2,48160,443071.99999999994,216768,226303.99999999994,95,6.2,High,Low,76
P00953,FM005,F005,2025-10-19,Sầu riêng,26.9,30279,814505.1,532131,282374.1,91,10.8,High,Medium,81
P00954,FM024,F024,2025-12-06,Cà phê,41.2,80368,3311161.6,1713487,1597674.6,95,6.6,Low,Medium,86
P00955,FM054,F054,2025-10-17,Thanh long,28.1,8389,235730.90000000002,135474,100256.90000000002,94,7.7,Medium,High,83
P00956,FM047,F047,2025-03-22,Cà phê,37.7,40006,1508226.2000000002,1031077,477149.2000000002,95,6.5,Medium,Low,79
P00957,FM051,F051,2025-05-09,Cà phê,31.9,55487,1770035.2999999998,1171026,599009.2999999998,96,5.4,Medium,Medium,98
P00958,FM030,F030,2025-07-21,Thanh long,43.0,63483,2729769.0,1756666,973103.0,97,4.9,Low,Low,80
P00959,FM024,F024,2025-05-06,Cà phê,4.8,33676,161644.8,91960,69684.79999999999,95,6.8,Low,High,77
P00960,FM029,F029,2025-09-21,Xoài,43.2,78495,3390984.0,2209778,1181206.0,94,8.0,Low,Low,76
P00961,FM099,F099,2025-07-25,Lúa,49.6,13128,651148.8,370191,280957.80000000005,96,4.4,Low,Low,98
P00962,FM053,F053,2025-02-15,Thanh long,46.3,14116,653570.7999999999,317372,336198.79999999993,88,13.9,Low,Low,70
P00963,FM077,F077,2025-06-28,Xoài,49.4,84985,4198259.0,2925662,1272597.0,98,2.1,Medium,Low,97
P00964,FM038,F038,2025-03-22,Lúa,15.5,80637,1249873.5,673650,576223.5,92,9.2,Low,Medium,78
P00965,FM050,F050,2025-05-17,Cà phê,40.1,67266,2697366.6,1726374,970992.6000000001,89,11.2,High,High,86
P00966,FM048,F048,2025-01-10,Thanh long,12.4,13297,164882.80000000002,107131,57751.80000000002,98,3.5,Medium,Medium,75
P00967,FM067,F067,2025-01-18,Thanh long,29.8,75716,2256336.8000000003,1116698,1139638.8000000003,96,5.7,Medium,High,70
P00968,FM094,F094,2025-07-08,Cà phê,20.0,79686,1593720.0,718165,875555.0,93,8.2,High,High,81
P00969,FM015,F015,2025-05-22,Cà phê,42.3,74938,3169877.4,2068950,1100927.4,90,10.2,Low,High,79
P00970,FM064,F064,2025-11-11,Cà phê,17.9,64499,1154532.0999999999,593904,560628.0999999999,96,5.2,High,Medium,89
P00971,FM023,F023,2025-10-18,Xoài,29.3,62502,1831308.6,1154704,676604.6000000001,91,10.0,Medium,High,80
P00972,FM028,F028,2025-04-26,Sầu riêng,42.1,75873,3194253.3000000003,2045182,1149071.3000000003,88,13.5,Low,Medium,70
P00973,FM012,F012,2025-06-17,Lúa,12.3,8369,102938.70000000001,49266,53672.70000000001,98,2.9,Medium,Low,75
P00974,FM082,F082,2025-05-12,Cà phê,29.4,48880,1437072.0,833802,603270.0,89,11.6,High,Medium,73
P00975,FM012,F012,2025-08-13,Thanh long,37.9,62183,2356735.6999999997,1377579,979156.6999999997,97,4.5,Medium,Medium,91
P00976,FM090,F090,2025-07-09,Sầu riêng,32.4,19951,646412.4,422308,224104.40000000002,98,2.9,Medium,Low,90
P00977,FM020,F020,2025-08-02,Cà phê,47.0,8480,398560.0,267517,131043.0,93,7.8,Medium,Medium,77
P00978,FM056,F056,2025-09-10,Cà phê,21.9,39823,872123.7,422583,449540.69999999995,91,9.4,Low,High,96
P00979,FM096,F096,2025-12-03,Lúa,25.9,62538,1619734.2,1093094,526640.2,94,6.5,Medium,Low,94
P00980,FM015,F015,2025-03-16,Cà phê,33.4,53588,1789839.2,1104008,685831.2,91,10.2,Low,Low,95
P00981,FM088,F088,2025-06-03,Cà phê,16.0,35044,560704.0,299980,260724.0,96,4.4,Low,Low,75
P00982,FM008,F008,2025-01-10,Lúa,16.2,65371,1059010.2,729590,329420.19999999995,92,9.6,Medium,Medium,82
P00983,FM028,F028,2025-06-05,Cà phê,49.8,29812,1484637.5999999999,935344,549293.5999999999,95,6.1,Low,High,97
P00984,FM062,F062,2025-02-18,Lúa,13.8,48436,668416.8,453180,215236.80000000005,92,9.0,High,High,97
P00985,FM044,F044,2025-02-18,Thanh long,28.7,67079,1925167.3,1093201,831966.3,89,12.4,Medium,Medium,91
P00986,FM086,F086,2025-01-04,Xoài,28.6,68428,1957040.8,1247267,709773.8,94,7.1,Low,High,70
P00987,FM029,F029,2025-03-20,Lúa,5.1,19252,98185.2,47913,50272.2,90,11.7,High,Low,81
P00988,FM003,F003,2025-04-06,Lúa,22.9,31559,722701.1,479604,243097.09999999998,98,3.9,Medium,Low,82
P00989,FM037,F037,2025-12-15,Cà phê,25.3,62771,1588106.3,777248,810858.3,89,11.6,High,High,72
P00990,FM099,F099,2025-11-27,Xoài,13.7,50937,697836.8999999999,459223,238613.8999999999,94,7.3,Low,Low,84
P00991,FM088,F088,2025-02-11,Lúa,17.8,27386,487470.80000000005,263378,224092.80000000005,94,7.5,High,Low,79
P00992,FM054,F054,2025-05-13,Lúa,12.7,51692,656488.3999999999,385813,270675.3999999999,94,6.7,Medium,Medium,82
P00993,FM037,F037,2025-01-15,Xoài,28.7,56535,1622554.5,945174,677380.5,94,7.6,Medium,High,76
P00994,FM082,F082,2025-05-14,Cà phê,10.6,48265,511609.0,287167,224442.0,91,10.8,Low,Medium,87
P00995,FM030,F030,2025-02-21,Thanh long,44.0,65096,2864224.0,1776051,1088173.0,93,7.5,Low,High,89
P00996,FM019,F019,2025-03-22,Cà phê,30.9,65262,2016595.7999999998,1267894,748701.7999999998,93,8.2,High,Low,80
P00997,FM084,F084,2025-02-12,Cà phê,44.2,45935,2030327.0000000002,935128,1095199.0000000002,98,2.5,Medium,Medium,77
P00998,FM086,F086,2025-07-10,Sầu riêng,2.5,54887,137217.5,71551,65666.5,96,4.7,High,Low,84
P00999,FM006,F006,2025-12-19,Thanh long,37.8,65313,2468831.4,1329718,1139113.4,95,6.9,Medium,High,83
P01000,FM007,F007,2025-07-22,Thanh long,26.2,15594,408562.8,184915,223647.8,97,4.9,Low,High,89
